Age,Gender,Item Purchased,Category,Spending,Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Spending_Level,High_Spender,Age_Group,Discount_Used,Cluster_K8,PCA1,PCA2,Customer_Persona,Anomaly_Flag,Anomaly
19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Cash,Express,Yes,35,Credit Card,7,Very_High,1,Youth,1,4,0.3987923853949236,2.4558617579202506,High-Value Premium Buyers,-1,Anomaly
25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Bank Transfer,Standard,Yes,45,Bank Transfer,2,High,1,Youth,1,4,0.8208435670541657,1.9157937204602777,Deal-Driven Shoppers,1,Normal
60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Credit Card,Standard,Yes,37,PayPal,5,Low,0,Middle_Aged,1,2,2.6040810792956264,-0.5430291600551452,Price-Sensitive Budget Shoppers,1,Normal
35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,Venmo,2-Day Shipping,Yes,40,Debit Card,7,Very_High,1,Young_Adult,1,0,0.4036194020812553,2.5280772506996136,High-Value Premium Buyers,1,Normal
46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Credit Card,Free Shipping,Yes,30,Cash,7,Medium,0,Adult,1,2,2.002710767591054,0.21288069291020126,Family-Oriented Value Buyers,1,Normal
41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,Venmo,2-Day Shipping,Yes,38,Venmo,7,Low,0,Adult,1,2,2.5056342543299204,-0.4533572579880357,Price-Sensitive Budget Shoppers,1,Normal
30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Bank Transfer,Next Day Air,Yes,15,Debit Card,7,High,1,Young_Adult,1,4,0.8677370685138504,1.7499087138733316,Deal-Driven Shoppers,1,Normal
44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Bank Transfer,Standard,Yes,49,Cash,6,Medium,0,Adult,1,2,2.2299242657704723,0.012049757453591811,Family-Oriented Value Buyers,1,Normal
61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Bank Transfer,Free Shipping,Yes,40,Debit Card,4,High,1,Middle_Aged,1,0,0.9581549684709965,1.7612962794612745,Deal-Driven Shoppers,1,Normal
55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,PayPal,Standard,Yes,40,Debit Card,2,Medium,0,Middle_Aged,1,2,2.1870207357765157,0.020757164906761872,Family-Oriented Value Buyers,1,Normal
50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,Bank Transfer,2-Day Shipping,Yes,5,PayPal,2,Medium,0,Adult,1,6,2.083858375777466,-0.04162707504047651,Family-Oriented Value Buyers,1,Normal
57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Venmo,Standard,Yes,5,PayPal,6,High,1,Middle_Aged,1,4,0.6416534172607028,2.008244009730568,Deal-Driven Shoppers,1,Normal
51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Cash,Next Day Air,Yes,5,Debit Card,7,Very_High,1,Middle_Aged,1,4,0.49973230521207895,2.2553257394454507,High-Value Premium Buyers,1,Normal
18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Bank Transfer,Store Pickup,Yes,1,Cash,2,High,1,Youth,1,4,0.7516192585992261,1.796837025168021,Deal-Driven Shoppers,1,Normal
63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Debit Card,Standard,Yes,21,Venmo,2,Very_High,1,Middle_Aged,1,0,0.6334102820591254,2.15020566394609,High-Value Premium Buyers,1,Normal
34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Venmo,Express,Yes,18,PayPal,3,High,1,Young_Adult,1,4,0.910430312525598,1.7074833040208255,Deal-Driven Shoppers,1,Normal
25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,PayPal,Free Shipping,Yes,49,Cash,4,Very_High,1,Youth,1,4,0.46009396693440124,2.439959592228357,High-Value Premium Buyers,1,Normal
46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Venmo,Express,Yes,27,Debit Card,2,Medium,0,Adult,1,6,2.0018968570791715,0.19961337888919836,Family-Oriented Value Buyers,1,Normal
59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Debit Card,Next Day Air,Yes,21,Venmo,3,Low,0,Middle_Aged,1,2,2.2329651179784307,-0.13693688598275194,Price-Sensitive Budget Shoppers,1,Normal
37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Cash,Store Pickup,Yes,19,Cash,1,Medium,0,Adult,1,6,2.0251088757781215,0.1624397107866491,Family-Oriented Value Buyers,1,Normal
49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Debit Card,Standard,Yes,23,Debit Card,6,High,1,Adult,1,4,0.6723435651620037,2.078071048882884,Deal-Driven Shoppers,1,Normal
22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Bank Transfer,Standard,Yes,26,PayPal,1,Very_High,1,Youth,1,4,0.4562317511064893,2.370092232644626,High-Value Premium Buyers,1,Normal
64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,PayPal,2-Day Shipping,Yes,13,Bank Transfer,5,Medium,0,Middle_Aged,1,2,1.8166638683289038,0.3691769380471981,Deal-Driven Shoppers,1,Normal
42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Credit Card,Next Day Air,Yes,36,Bank Transfer,4,High,1,Adult,1,0,0.6545553444297079,2.1371193757874805,High-Value Premium Buyers,1,Normal
37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Bank Transfer,Express,Yes,39,Bank Transfer,5,Very_High,1,Adult,1,0,0.5786470362350076,2.2882923469088583,High-Value Premium Buyers,1,Normal
26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Venmo,Store Pickup,Yes,40,Debit Card,1,High,1,Young_Adult,1,4,0.7976472154347684,1.9401691856622398,Deal-Driven Shoppers,1,Normal
33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Venmo,Express,Yes,37,Debit Card,4,High,1,Young_Adult,1,0,1.0460221814571005,1.6625518999098592,Deal-Driven Shoppers,1,Normal
30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,PayPal,Express,Yes,9,Venmo,5,Low,0,Young_Adult,1,6,2.3233248401853417,-0.3596949015418743,Price-Sensitive Budget Shoppers,1,Normal
21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Debit Card,Express,Yes,7,Venmo,7,Very_High,1,Youth,1,4,0.4064294279405685,2.309577061818514,High-Value Premium Buyers,1,Normal
22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Bank Transfer,Standard,Yes,25,Bank Transfer,3,Low,0,Youth,1,6,2.387923297683042,-0.4360531628599142,Price-Sensitive Budget Shoppers,1,Normal
63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Venmo,Next Day Air,Yes,42,Venmo,5,Low,0,Middle_Aged,1,2,2.5773475184892063,-0.478380388191884,Price-Sensitive Budget Shoppers,1,Normal
33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,19,Debit Card,2,High,1,Young_Adult,1,4,0.9732536423827644,1.625835065715146,Deal-Driven Shoppers,1,Normal
43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Debit Card,Next Day Air,Yes,41,Debit Card,7,Medium,0,Adult,1,2,1.88032468179517,0.4345016021906748,Family-Oriented Value Buyers,1,Normal
27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,PayPal,Store Pickup,Yes,50,Cash,5,Low,0,Young_Adult,1,2,2.29239186877131,-0.12450060192041273,Price-Sensitive Budget Shoppers,1,Normal
35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Cash,Express,Yes,43,PayPal,6,Medium,0,Young_Adult,1,2,1.9783272448084743,0.31727929695553525,Family-Oriented Value Buyers,1,Normal
37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Cash,Store Pickup,Yes,36,Venmo,7,High,1,Adult,1,4,0.6129797506292737,2.1736730535787148,Deal-Driven Shoppers,1,Normal
61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Cash,Standard,Yes,33,Debit Card,1,High,1,Middle_Aged,1,0,1.097256237442547,1.606078919825872,Deal-Driven Shoppers,1,Normal
32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,PayPal,Next Day Air,Yes,20,Bank Transfer,7,High,1,Young_Adult,1,4,0.7013683278184057,2.0037101793076975,Deal-Driven Shoppers,1,Normal
62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Credit Card,Next Day Air,Yes,37,Venmo,7,Very_High,1,Middle_Aged,1,0,0.3474979752773778,2.6028221992299603,High-Value Premium Buyers,-1,Anomaly
29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Debit Card,Next Day Air,Yes,12,PayPal,7,High,1,Young_Adult,1,4,0.6514740389084779,1.994275952118841,Deal-Driven Shoppers,1,Normal
41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Venmo,Express,Yes,46,PayPal,7,Medium,0,Adult,1,2,1.976211218003822,0.37012841233586863,Family-Oriented Value Buyers,1,Normal
48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Venmo,Standard,Yes,28,Venmo,1,Low,0,Adult,1,2,2.443965264499984,-0.3963020960819223,Price-Sensitive Budget Shoppers,1,Normal
43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Credit Card,Free Shipping,Yes,30,PayPal,1,Low,0,Adult,1,2,2.397148054082736,-0.3465998152163971,Price-Sensitive Budget Shoppers,1,Normal
34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Cash,Express,Yes,28,Cash,5,Medium,0,Young_Adult,1,6,1.919899685080727,0.32295287534186895,Young Trend-Oriented Shoppers,1,Normal
45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,Cash,2-Day Shipping,Yes,20,Debit Card,5,Low,0,Adult,1,2,2.2654296004600956,-0.19971902577942915,Price-Sensitive Budget Shoppers,1,Normal
65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Venmo,Express,Yes,39,Bank Transfer,7,High,1,Middle_Aged,1,0,0.9319003105528769,1.8314028847251334,Deal-Driven Shoppers,1,Normal
61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,Venmo,2-Day Shipping,Yes,48,Cash,5,Medium,0,Middle_Aged,1,2,2.059891058969222,0.20645185638038455,Family-Oriented Value Buyers,1,Normal
18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,32,Credit Card,7,Medium,0,Youth,1,6,1.885115372770291,0.361239175186079,Young Trend-Oriented Shoppers,-1,Anomaly
47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,PayPal,Store Pickup,Yes,28,PayPal,3,Low,0,Adult,1,2,2.459535443695896,-0.4442621317669776,Price-Sensitive Budget Shoppers,1,Normal
56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,Credit Card,2-Day Shipping,Yes,27,Venmo,4,Low,0,Middle_Aged,1,2,2.3507752417549606,-0.27150568397138136,Price-Sensitive Budget Shoppers,1,Normal
64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Cash,Free Shipping,Yes,26,Venmo,5,Low,0,Middle_Aged,1,2,2.394051883163201,-0.3258168946512669,Price-Sensitive Budget Shoppers,1,Normal
26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Bank Transfer,Next Day Air,Yes,22,Credit Card,1,High,1,Young_Adult,1,4,0.896046302795184,1.7519338785442937,Deal-Driven Shoppers,1,Normal
22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Debit Card,Free Shipping,Yes,23,Bank Transfer,7,High,1,Youth,1,4,0.5824989020195492,2.1192888462348174,Deal-Driven Shoppers,1,Normal
64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Debit Card,Express,Yes,21,Debit Card,4,Low,0,Middle_Aged,1,2,2.2472570027315353,-0.12999862684812746,Price-Sensitive Budget Shoppers,1,Normal
21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,PayPal,Free Shipping,Yes,36,Cash,2,Very_High,1,Youth,1,4,0.5000786308806986,2.2933159822002205,High-Value Premium Buyers,1,Normal
67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Debit Card,Next Day Air,Yes,42,Debit Card,5,High,1,Senior,1,0,0.9621806437671893,1.8160885237980002,Deal-Driven Shoppers,1,Normal
46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Credit Card,Standard,Yes,4,Venmo,6,Very_High,1,Adult,1,4,0.3449293350366638,2.372584588939425,High-Value Premium Buyers,1,Normal
40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Debit Card,Free Shipping,Yes,47,Credit Card,3,Medium,0,Adult,1,2,2.1714319315249457,0.05499459571875975,Family-Oriented Value Buyers,1,Normal
51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Venmo,Next Day Air,Yes,13,Bank Transfer,2,High,1,Middle_Aged,1,4,0.725415872565216,1.9330351949765303,Deal-Driven Shoppers,1,Normal
35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Bank Transfer,Free Shipping,Yes,8,Bank Transfer,4,Low,0,Young_Adult,1,6,2.1108400873736994,-0.09924776458182735,Price-Sensitive Budget Shoppers,1,Normal
56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Bank Transfer,Standard,Yes,11,Debit Card,4,High,1,Middle_Aged,1,4,0.8179808473965136,1.8235209359314806,Deal-Driven Shoppers,1,Normal
25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Bank Transfer,Free Shipping,Yes,5,Venmo,3,Very_High,1,Youth,1,4,0.3461615336214509,2.378175123315951,High-Value Premium Buyers,1,Normal
65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Credit Card,Free Shipping,Yes,1,Credit Card,6,High,1,Middle_Aged,1,4,0.6990338692757952,1.8760620202431546,Deal-Driven Shoppers,1,Normal
39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,Cash,2-Day Shipping,Yes,17,PayPal,7,Very_High,1,Adult,1,4,0.5199671500487868,2.217258403159546,High-Value Premium Buyers,1,Normal
47,Male,Boots,Footwear,54,Massachusetts,M,Teal,Fall,3.4,Yes,Credit Card,Store Pickup,Yes,27,Venmo,4,Medium,0,Adult,1,2,1.9317806557603354,0.2966502065447205,Family-Oriented Value Buyers,1,Normal
36,Male,Gloves,Accessories,41,North Carolina,L,Pink,Spring,2.9,Yes,Cash,Store Pickup,Yes,3,Debit Card,4,Medium,0,Adult,1,6,2.166611161148865,-0.11394071784596382,Family-Oriented Value Buyers,1,Normal
66,Male,Coat,Outerwear,24,Florida,M,Violet,Spring,3.3,Yes,Venmo,Free Shipping,Yes,22,PayPal,2,Low,0,Senior,1,2,2.4940615732826545,-0.49544026963441323,Price-Sensitive Budget Shoppers,1,Normal
62,Male,Belt,Accessories,99,Montana,S,Orange,Summer,4.8,Yes,Cash,Standard,Yes,24,Cash,1,Very_High,1,Middle_Aged,1,0,0.3127698585419383,2.6001923154348185,High-Value Premium Buyers,-1,Anomaly
41,Male,Hoodie,Clothing,32,Minnesota,M,Red,Fall,3.8,Yes,Debit Card,Store Pickup,Yes,18,Debit Card,4,Low,0,Adult,1,6,2.268692074181816,-0.2509843002606722,Price-Sensitive Budget Shoppers,1,Normal
66,Male,Shoes,Footwear,71,Massachusetts,L,Peach,Summer,4.6,Yes,Bank Transfer,2-Day Shipping,Yes,39,Bank Transfer,7,High,1,Senior,1,0,0.8293376726200878,1.9287239559602394,Deal-Driven Shoppers,1,Normal
51,Male,Dress,Clothing,49,Rhode Island,XL,Green,Winter,2.6,Yes,Bank Transfer,Next Day Air,Yes,25,Credit Card,1,Medium,0,Middle_Aged,1,2,2.076716894087714,0.10981690605140834,Family-Oriented Value Buyers,1,Normal
33,Male,Gloves,Accessories,50,Minnesota,XL,Violet,Fall,3.4,Yes,Credit Card,Free Shipping,Yes,6,Cash,3,Medium,0,Young_Adult,1,6,1.9289023192721364,0.14483150432025313,Young Trend-Oriented Shoppers,1,Normal
57,Male,Jewelry,Accessories,91,Nevada,L,Yellow,Fall,4.2,Yes,Credit Card,Express,Yes,26,Bank Transfer,2,Very_High,1,Middle_Aged,1,0,0.4590794596455709,2.3795282401628723,High-Value Premium Buyers,1,Normal
45,Male,Belt,Accessories,46,New Mexico,M,Pink,Fall,3.9,Yes,Credit Card,Standard,Yes,43,Debit Card,1,Medium,0,Adult,1,2,2.069836340550183,0.174069238352588,Family-Oriented Value Buyers,1,Normal
61,Male,Sweater,Clothing,50,North Carolina,M,Brown,Spring,2.9,Yes,Debit Card,2-Day Shipping,Yes,6,Credit Card,6,Medium,0,Middle_Aged,1,2,2.0187740078436165,0.06053692696987623,Family-Oriented Value Buyers,1,Normal
55,Male,Skirt,Clothing,39,Virginia,XL,Silver,Fall,4.2,Yes,Bank Transfer,Free Shipping,Yes,6,Debit Card,4,Low,0,Middle_Aged,1,6,2.0980221972324147,-0.09212734191613137,Price-Sensitive Budget Shoppers,1,Normal
54,Male,Sneakers,Footwear,99,Alaska,M,Pink,Summer,3.0,Yes,Bank Transfer,Store Pickup,Yes,13,Cash,4,Very_High,1,Middle_Aged,1,0,0.37726752515585865,2.45148139928161,High-Value Premium Buyers,1,Normal
57,Male,Gloves,Accessories,48,Nevada,M,Cyan,Winter,3.6,Yes,PayPal,Next Day Air,Yes,13,PayPal,6,Medium,0,Middle_Aged,1,2,2.026274193361144,0.0938496098884156,Family-Oriented Value Buyers,1,Normal
27,Male,Coat,Outerwear,77,Pennsylvania,M,Brown,Fall,2.5,Yes,Cash,Next Day Air,Yes,11,Cash,3,High,1,Young_Adult,1,4,0.7445246511553341,1.9041617392085806,Deal-Driven Shoppers,1,Normal
64,Male,Backpack,Accessories,95,Illinois,XL,Red,Spring,2.6,Yes,PayPal,Express,Yes,45,Venmo,2,Very_High,1,Middle_Aged,1,0,0.5598490464425876,2.415699654124058,High-Value Premium Buyers,-1,Anomaly
52,Male,Socks,Clothing,100,Delaware,M,Silver,Spring,4.3,Yes,Credit Card,Store Pickup,Yes,8,PayPal,6,Very_High,1,Middle_Aged,1,4,0.2532998623319159,2.5299958916469985,High-Value Premium Buyers,1,Normal
19,Male,Sneakers,Footwear,54,Vermont,M,Gray,Spring,3.3,Yes,Venmo,Express,Yes,8,Credit Card,3,Medium,0,Youth,1,6,1.8777705918597993,0.24280504884499476,Young Trend-Oriented Shoppers,1,Normal
22,Male,Sweater,Clothing,68,Hawaii,L,Cyan,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,34,Bank Transfer,1,High,1,Youth,1,4,0.9325273305212006,1.7662593661116033,Deal-Driven Shoppers,-1,Anomaly
18,Male,Jeans,Clothing,22,Illinois,L,Teal,Fall,3.6,Yes,Cash,Free Shipping,Yes,40,Debit Card,5,Low,0,Youth,1,6,2.454387025711281,-0.40820296950461843,Price-Sensitive Budget Shoppers,-1,Anomaly
29,Male,Hat,Accessories,84,California,L,Indigo,Winter,2.6,Yes,Venmo,Express,Yes,14,Debit Card,5,Very_High,1,Young_Adult,1,4,0.6364644492488695,2.1155795742792067,High-Value Premium Buyers,1,Normal
42,Male,Hat,Accessories,46,Nevada,M,Yellow,Summer,3.5,Yes,Credit Card,Standard,Yes,11,Credit Card,4,Medium,0,Adult,1,6,2.0478782904870214,0.049695602799016296,Family-Oriented Value Buyers,1,Normal
49,Male,Handbag,Accessories,53,Kentucky,S,Gold,Winter,3.0,Yes,PayPal,Store Pickup,Yes,8,PayPal,6,Medium,0,Adult,1,6,1.9590995755486624,0.17708667121033872,Family-Oriented Value Buyers,1,Normal
49,Male,Shirt,Clothing,60,Alabama,M,Maroon,Spring,5.0,Yes,PayPal,Standard,Yes,8,Venmo,7,Medium,0,Adult,1,6,1.709597505753265,0.44766708409053635,Deal-Driven Shoppers,-1,Anomaly
55,Male,Socks,Clothing,32,Wyoming,XL,Silver,Spring,2.5,Yes,Credit Card,Express,Yes,37,Venmo,2,Low,0,Middle_Aged,1,2,2.4158364376673296,-0.29348470154976647,Price-Sensitive Budget Shoppers,1,Normal
29,Male,Socks,Clothing,50,Massachusetts,M,Yellow,Summer,2.9,Yes,Cash,Store Pickup,Yes,23,Debit Card,3,Medium,0,Young_Adult,1,6,2.0216805600704753,0.15159129932935095,Young Trend-Oriented Shoppers,1,Normal
60,Male,Dress,Clothing,94,Utah,M,Blue,Spring,4.6,Yes,Credit Card,Express,Yes,38,Cash,3,Very_High,1,Middle_Aged,1,0,0.3955630212642583,2.499875111995731,High-Value Premium Buyers,1,Normal
34,Male,Shoes,Footwear,26,New York,M,Turquoise,Spring,3.6,Yes,Venmo,Free Shipping,Yes,38,Cash,4,Low,0,Young_Adult,1,2,2.4152270359585937,-0.34754979023883764,Price-Sensitive Budget Shoppers,1,Normal
30,Male,Scarf,Accessories,44,Vermont,L,Indigo,Winter,3.0,Yes,PayPal,Store Pickup,Yes,12,Credit Card,1,Medium,0,Young_Adult,1,6,2.111926353769935,-0.023897984210055026,Young Trend-Oriented Shoppers,1,Normal
28,Male,Hoodie,Clothing,57,Hawaii,M,Green,Summer,4.5,Yes,PayPal,Standard,Yes,15,Cash,2,Medium,0,Young_Adult,1,6,1.7832074899963881,0.37502529605864665,Young Trend-Oriented Shoppers,1,Normal
63,Male,T-shirt,Clothing,65,Louisiana,L,Purple,Winter,4.5,Yes,Debit Card,Next Day Air,Yes,38,PayPal,1,High,1,Middle_Aged,1,0,0.936170919158389,1.7764273819681449,Deal-Driven Shoppers,1,Normal
31,Male,Jeans,Clothing,72,Alabama,M,Peach,Winter,3.2,Yes,Debit Card,Store Pickup,Yes,41,Bank Transfer,7,High,1,Young_Adult,1,0,0.8416875212286923,1.9039191804552438,Deal-Driven Shoppers,1,Normal
46,Male,Shorts,Clothing,62,Louisiana,S,Purple,Spring,4.0,Yes,Bank Transfer,Next Day Air,Yes,37,PayPal,1,High,1,Adult,1,0,0.9997356967220744,1.6942400766601289,Deal-Driven Shoppers,1,Normal
70,Male,Hat,Accessories,21,Indiana,S,Teal,Winter,4.8,Yes,Credit Card,Express,Yes,16,Bank Transfer,7,Low,0,Senior,1,2,2.435707137608557,-0.44460111190197044,Price-Sensitive Budget Shoppers,-1,Anomaly
53,Male,Handbag,Accessories,85,Michigan,S,Green,Spring,3.7,Yes,Bank Transfer,Free Shipping,Yes,25,Venmo,2,Very_High,1,Middle_Aged,1,0,0.5993389539907223,2.2025888238568667,High-Value Premium Buyers,1,Normal
50,Male,Pants,Clothing,51,Rhode Island,XL,Yellow,Summer,3.8,Yes,Venmo,Store Pickup,Yes,18,Bank Transfer,4,Medium,0,Adult,1,6,1.96030023201369,0.2069948282608673,Family-Oriented Value Buyers,1,Normal
33,Male,Handbag,Accessories,84,Idaho,S,Purple,Fall,2.7,Yes,Venmo,Standard,Yes,4,Credit Card,5,Very_High,1,Young_Adult,1,4,0.5895462196942886,2.087414619879125,High-Value Premium Buyers,1,Normal
22,Male,Sweater,Clothing,37,Louisiana,M,Indigo,Summer,4.9,Yes,Venmo,Store Pickup,Yes,12,Bank Transfer,4,Low,0,Youth,1,6,2.0900426335168953,-0.07333549189528805,Price-Sensitive Budget Shoppers,1,Normal
50,Male,Scarf,Accessories,44,North Carolina,S,Magenta,Summer,3.1,Yes,Credit Card,2-Day Shipping,Yes,35,PayPal,1,Medium,0,Adult,1,2,2.1638351884632687,0.04415569588381629,Family-Oriented Value Buyers,1,Normal
34,Male,Sneakers,Footwear,45,New Jersey,M,Violet,Spring,4.2,Yes,Venmo,Next Day Air,Yes,45,Venmo,2,Medium,0,Young_Adult,1,2,2.091002999013788,0.16327787562710264,Young Trend-Oriented Shoppers,1,Normal
24,Male,Pants,Clothing,35,Alabama,L,Maroon,Summer,3.8,Yes,Cash,Free Shipping,Yes,16,Credit Card,6,Low,0,Youth,1,6,2.20520363894312,-0.18511187658855316,Price-Sensitive Budget Shoppers,1,Normal
69,Male,Backpack,Accessories,50,Kentucky,XL,Yellow,Winter,4.2,Yes,Bank Transfer,Store Pickup,Yes,10,Debit Card,1,Medium,0,Senior,1,2,1.9743256325739542,0.18282402891371183,Family-Oriented Value Buyers,1,Normal
39,Male,Sandals,Footwear,26,New York,M,Beige,Summer,4.6,Yes,Cash,Store Pickup,Yes,34,Venmo,3,Low,0,Adult,1,6,2.3743405906719044,-0.3102569750475348,Price-Sensitive Budget Shoppers,1,Normal
42,Male,Socks,Clothing,78,Arizona,XL,Black,Fall,4.0,Yes,Debit Card,2-Day Shipping,Yes,43,Credit Card,3,High,1,Adult,1,0,0.6743277771325457,2.092331159283977,Deal-Driven Shoppers,1,Normal
42,Male,Coat,Outerwear,82,Maryland,M,Violet,Fall,4.0,Yes,Cash,2-Day Shipping,Yes,38,Debit Card,2,Very_High,1,Adult,1,0,0.6330346242406532,2.187920584728733,High-Value Premium Buyers,1,Normal
29,Male,Socks,Clothing,39,Alaska,M,Violet,Spring,3.8,Yes,Cash,2-Day Shipping,Yes,48,PayPal,7,Low,0,Young_Adult,1,2,2.1801619369560745,0.002862243836261033,Price-Sensitive Budget Shoppers,1,Normal
55,Male,Belt,Accessories,55,Nevada,L,Brown,Summer,3.3,Yes,Venmo,Free Shipping,Yes,31,PayPal,3,Medium,0,Middle_Aged,1,2,1.9607327046693461,0.2950158959275364,Family-Oriented Value Buyers,1,Normal
32,Male,Socks,Clothing,20,Utah,S,Gold,Summer,2.6,Yes,Credit Card,Free Shipping,Yes,20,Cash,7,Low,0,Young_Adult,1,6,2.537610053295152,-0.5960692869104298,Price-Sensitive Budget Shoppers,-1,Anomaly
25,Male,Belt,Accessories,29,New Mexico,L,Blue,Fall,4.9,Yes,Credit Card,Express,Yes,12,Credit Card,1,Low,0,Youth,1,6,2.221775355081674,-0.2538795122414226,Price-Sensitive Budget Shoppers,-1,Anomaly
38,Male,Pants,Clothing,41,Delaware,M,Teal,Winter,3.5,Yes,Venmo,Next Day Air,Yes,2,Bank Transfer,2,Medium,0,Adult,1,6,2.1042493803438482,-0.09041104779095405,Family-Oriented Value Buyers,1,Normal
32,Male,Shorts,Clothing,38,Connecticut,L,Silver,Winter,2.8,Yes,Credit Card,Express,Yes,30,Venmo,7,Low,0,Young_Adult,1,6,2.251425944846061,-0.12602372572451462,Price-Sensitive Budget Shoppers,1,Normal
